-90,183.14999999999998,0.5916270956488031,0.4083729043511969,92.2867027697709,13.385053878912283
-80,193.14999999999998,0.6239299673740994,0.37607003262590055,164.23435630462714,23.820178226434308
-70,203.14999999999998,0.6562328390993959,0.3437671609006041,273.6016582511282,39.6825634369794
-60,213.14999999999998,0.6885357108246922,0.3114642891753078,431.47066648877586,62.57952602911912
-50,223.14999999999998,0.7208385825499887,0.27916141745001133,649.8941008475841,94.25916512732466
-40,233.14999999999998,0.753141454275285,0.246858545724715,941.7300578422577,136.58638986220976
-30,243.14999999999998,0.7854443260005814,0.21455567399941855,1320.5536023798932,191.5300968325023
-20,253.14999999999998,0.8177471977258778,0.18225280227412222,1800.665143710098,261.1643849338364
-10,263.15,0.8500500694511741,0.14994993054882588,2397.227605298388,347.6884501658141
0,273.15,0.8823529411764706,0.11764705882352944,3126.6003818540776,453.47502200124865
10,283.15,0.9146558129017669,0.0853441870982331,4007.0292268705775,581.1704231089635
20,293.15,0.9469586846270633,0.05304131537293666,5060.1283008545315,733.9095222646982
30,303.15,0.9792615563523597,0.020738443647640326,6314.874078667946,915.8950016058403
